"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"153","evol",1986,2372,"marcy","k","uyenoyama","ae","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"154","oecol",1990,2915,"ram",NA,"oren","editorial.board","se","duke university",NA,"durham",NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"155","amnat",1991,305,"brent","d","mishle","editorial.board","se","duke university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"156","amnat",1991,3390,"v","louise","roth","editorial.board","se","duke university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"157","biocon",1993,2020,"lynn","a","maguire","eb","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"158","bitr",1993,1746,"john",NA,"terborgh","se","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"159","arees",1999,1392,"james","s","clark","ec","se","duke university","botany","durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"160","arees",2000,3479,"william","h","schlesinger","ec","se","duke university","environmental and earth sciences","durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"161","amnat",2001,3461,"william","f","morris","editorial.board","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"162","funecol",2001,2846,"robert","b","jackson","editorial review board","se","duke university",NA,"durham",NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"163","amnat",2002,1798,"john","h","willis","editorial.board","se","duke university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"164","amnat",2003,395,"cliff",NA,"cunningham","editorial.board","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"165","leco",2003,820,"dean",NA,"urban","se","se","duke university","nicholas school of the environment","durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"166","amnat",2006,3502,"will",NA,"wilson","editorial.board","se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"167","jbiog",2010,481,"craig","r","mcclain","se","se","duke university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"168","ecology",1985,1741,"john","p","sutherland",NA,"se","duke university",NA,"beaufort","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"169","ecology",1989,336,"boyd","r","strain",NA,"se","duke university",NA,"durham","NC","usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"170","ecology",2005,2242,"michael",NA,"lavine",NA,"se","duke university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198419","durham","nc","15","doctoral","carnegie"
"171","ajb",2009,430,"carol",NA,"goodwillie","ae","se","east carolina university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","198464","greenville","nc","16","doctoral","carnegie"
"172","oikos",2011,594,"david",NA,"chalcraft","subject.editor","se","east carolina university",NA,"greenville",NA,"usa",NA,"USA","High income: OECD","North America","class","198464","greenville","nc","16","doctoral","carnegie"
"173","plantecol",2009,3125,"scott","j","meiners","editorial.board","se","eastern illinois university",NA,"charleston","IL","usa",NA,"USA","High income: OECD","North America","class","144892","charleston","il","18","masters","carnegie"
"174","ecology",1998,357,"catherine","e","bach",NA,"se","eastern michigan university",NA,"ypsilanti","MI","usa",NA,"USA","High income: OECD","North America","class","169798","ypsilanti","mi","16","doctoral","carnegie"
"175","conbio",2010,1988,"lara",NA,"hansen","se","se","ecoadapt",NA,"bainbridge island","WA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"176","oecol",1991,1614,"jerry","m","melillo","editorial.board","se","ecosystems center",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"177","oecol",1996,1887,"knute","j","nadelhoffer","editorial.board","se","ecosystems center",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"178","bitr",1996,1586,"john","t","longino","se","se","evergreen state college",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"179","oikos",2012,517,"carri",NA,"leroy","subject.editor","se","evergreen state college",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"180","fem",2003,3259,"todd","s","fredericksen","editorial.advisory.board","se","ferrum college",NA,"ferrum","VA","usa",NA,"USA","High income: OECD","North America","class","232089","ferrum","va","22","baccalaureate","carnegie"
"181","jbiog",2005,1992,"lawrence","r","heaney","se","se","field museum of natural history",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"182","conbio",2011,1424,"joshua",NA,"drew","se","se","field museum of natural history","biodivers synth ctr","chicago","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"183","jbiog",2005,2127,"mark","b","bush","ae","ae","florida institute of technology","department of biological sciences",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","133881","melbourne","fl","16","doctoral","carnegie"
"184","bitr",1998,3137,"steven",NA,"oberbauer","se","se","florida international university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","133951","miami","fl","15","doctoral","carnegie"
"185","ajb",2001,1682,"jennifer",NA,"richards","ae","se","florida international university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","133951","miami","fl","15","doctoral","carnegie"
"186","oecol",2003,1757,"joel","c","trexler","editorial.board","se","florida international university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","133951","miami","fl","15","doctoral","carnegie"
"187","oecol",2013,464,"craig",NA,"layman","handling.editor","se","florida international university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","133951","miami","fl","15","doctoral","carnegie"
"188","conbio",2014,3551,"hong",NA,"liu","se","se","florida international university","center for tropical plant conservation","tallahasee","FL","usa",NA,"USA","High income: OECD","North America","class","133951","miami","fl","15","doctoral","carnegie"
"189","jbiog",1985,791,"daniel",NA,"simberloff","se","se","florida state university",NA,"tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"190","arees",1986,992,"frances","c","james","ec","se","florida state university","biological science","tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"191","oecol",1990,1755,"joseph","a","travis","editorial.board","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"192","amnat",1999,697,"don","r","levitan","editorial.board","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"193","amnat",1999,3307,"thomas","e","miller","editorial.board","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"194","amnat",2000,2276,"michael","p","mesterton-gibbons","editorial.board","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"195","bitr",2001,2591,"pamela",NA,"hall","se","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"196","evol",2002,666,"david",NA,"houle","ae","se","florida state university",NA,"tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"197","evol",2006,3270,"thomas","f","hansen","ae","se","florida state university",NA,"tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"198","evol",2007,3195,"scott","j","steppan","ae","se","florida state university",NA,"tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"199","oecol",2009,217,"alice","a","winn","handling.editor","se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"200","ecology",1988,721,"duane","a","meeter",NA,"se","florida state university",NA,"tallahassee","FL","usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"201","ecology",2010,276,"brian","d","inouye",NA,"se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"202","ecology",2010,2479,"nora",NA,"underwood",NA,"se","florida state university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","134097","tallahassee","fl","15","doctoral","carnegie"
"203","conbio",2011,3559,"j","alan","clark","se","se","fordham university",NA,"new york","NY","usa",NA,"USA","High income: OECD","North America","class","191241","bronx","ny","16","doctoral","carnegie"
"204","leco",1999,3476,"w",NA,"romme","se","se","fort lewins college","department of biology",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"205","funecol",2011,564,"daniel",NA,"ardia","guest editor","special","franklin and marshall",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"206","jbiog",2009,929,"eileen","m","o'brien","se","se","gainesville college","science division",NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"207","bitr",1987,2165,"michael","g","emsley","se","se","george mason university",NA,NA,"VA","usa",NA,"USA","High income: OECD","North America","class","232186","fairfax","va","15","doctoral","carnegie"
"208","oecol",2012,1578,"john","t","lill","handling.editor","se","george washington university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","131469","washington","dc","15","doctoral","carnegie"
"209","evol",2012,3343,"todd",NA,"streelman","ae","se","georgia institute of technology",NA,"atlanta","GA","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"210","oecol",2001,2071,"lorne","m","wolfe","editorial.board","se","georgia southern university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","139931","statesboro","ga","16","doctoral","carnegie"
"211","conbio",2011,2575,"paul",NA,"ferraro","se","se","georgia state university","department of economics","atlanta","GA","usa",NA,"USA","High income: OECD","North America","class","139940","atlanta","ga","15","doctoral","carnegie"
"212","evol",2007,3557,"jonathan","m","brown","ae","se","grinnell college",NA,"grinnell","IA","usa",NA,"USA","High income: OECD","North America","class","153384","grinnell","ia","21","baccalaureate","carnegie"
"213","jbiog",1985,2535,"peter","shaw","ashton","se","se","harvard university","arnold arboretum",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"214","leco",1987,2808,"r","tt","forman","editorial.board","se","harvard university",NA,"cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"215","leco",1987,524,"c",NA,"steinitz","editorial.board","se","harvard university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"216","evol",1988,1872,"karel","f","liem","ae","se","harvard university",NA,"cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"217","evol",1989,2838,"rodney","l","honeycutt","ae","se","harvard university","museum of comparative zoology","cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"218","jecol",1991,631,"david","r","foster","se","se","harvard university",NA,"petersham",NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"219","bitr",1993,951,"edward","o","wilson","se","se","harvard university",NA,"cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"220","jbiog",1993,2519,"otto","t","solbrig","se","se","harvard university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"221","ajb",1995,558,"david",NA,"ackerly","associate editors","ae","harvard university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"222","ajb",1995,3201,"sean",NA,"thomas","ae","se","harvard university",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"223","evol",1996,2271,"mary","c","mckitrick","ae","se","harvard university","medical school","cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
"224","evol",2001,569,"david","a","baum","ae","se","harvard university","hu herbaria","cambridge","MA","usa",NA,"USA","High income: OECD","North America","class","166027","cambridge","ma","15","doctoral","carnegie"
